#截止2023-12-25，中国电信IP地址段共计5872条。电信AS区域
#IP起始	结束	数量	网络
210.76.188.0	210.76.191.255	1024	210.76.188.0/22
210.77.128.0	210.77.159.255	8192	210.77.128.0/19
210.78.128.0	210.78.128.255	256	210.78.128.0/24
210.78.133.0	210.78.133.255	256	210.78.133.0/24
210.78.136.0	210.78.139.255	1024	210.78.136.0/22
210.78.144.0	210.78.145.255	512	210.78.144.0/23
210.78.147.0	210.78.147.255	256	210.78.147.0/24
210.185.192.0	210.185.207.255	4096	210.185.192.0/20
210.185.208.0	210.185.223.255	4096	210.185.208.0/20
210.185.224.0	210.185.239.255	4096	210.185.224.0/20
210.185.240.0	210.185.255.255	4096	210.185.240.0/20
210.192.104.0	210.192.111.255	2048	210.192.104.0/21
210.192.110.0	210.192.110.255	256	210.192.110.0/24
210.192.111.0	210.192.111.255	256	210.192.111.0/24
210.192.116.0	210.192.119.255	1024	210.192.116.0/22
211.99.96.0	211.99.111.255	4096	211.99.96.0/20
211.99.103.0	211.99.103.255	256	211.99.103.0/24
211.99.160.0	211.99.191.255	8192	211.99.160.0/19
211.99.192.0	211.99.223.255	8192	211.99.192.0/19
211.100.0.0	211.100.15.255	4096	211.100.0.0/20
211.100.0.0	211.100.31.255	8192	211.100.0.0/19
211.100.14.0	211.100.14.255	256	211.100.14.0/24
211.100.15.0	211.100.15.255	256	211.100.15.0/24
211.100.16.0	211.100.31.255	4096	211.100.16.0/20
211.100.17.0	211.100.17.255	256	211.100.17.0/24
211.100.19.0	211.100.19.255	256	211.100.19.0/24
211.100.21.0	211.100.21.255	256	211.100.21.0/24
211.100.22.0	211.100.22.255	256	211.100.22.0/24
211.100.27.0	211.100.27.255	256	211.100.27.0/24
211.100.28.0	211.100.28.255	256	211.100.28.0/24
211.100.29.0	211.100.29.255	256	211.100.29.0/24
211.100.32.0	211.100.32.255	256	211.100.32.0/24
211.100.32.0	211.100.47.255	4096	211.100.32.0/20
211.100.32.0	211.100.63.255	8192	211.100.32.0/19
211.100.33.0	211.100.33.255	256	211.100.33.0/24
211.100.37.0	211.100.37.255	256	211.100.37.0/24
211.100.38.0	211.100.38.255	256	211.100.38.0/24
211.100.39.0	211.100.39.255	256	211.100.39.0/24
211.100.41.0	211.100.41.255	256	211.100.41.0/24
211.100.44.0	211.100.44.255	256	211.100.44.0/24
211.100.46.0	211.100.46.255	256	211.100.46.0/24
211.100.47.0	211.100.47.255	256	211.100.47.0/24
211.100.48.0	211.100.48.255	256	211.100.48.0/24
211.100.48.0	211.100.63.255	4096	211.100.48.0/20
211.100.49.0	211.100.49.255	256	211.100.49.0/24
211.100.50.0	211.100.50.255	256	211.100.50.0/24
211.100.52.0	211.100.52.255	256	211.100.52.0/24
211.100.61.0	211.100.61.255	256	211.100.61.0/24
211.100.64.0	211.100.95.255	8192	211.100.64.0/19
211.100.66.0	211.100.66.255	256	211.100.66.0/24
211.100.66.0	211.100.67.255	512	211.100.66.0/23
211.100.68.0	211.100.69.255	512	211.100.68.0/23
211.100.72.0	211.100.72.255	256	211.100.72.0/24
211.100.76.0	211.100.76.255	256	211.100.76.0/24
211.101.232.0	211.101.239.255	2048	211.101.232.0/21
211.101.244.0	211.101.247.255	1024	211.101.244.0/22
211.102.80.0	211.102.87.255	2048	211.102.80.0/21
211.102.88.0	211.102.95.255	2048	211.102.88.0/21
211.147.208.0	211.147.215.255	2048	211.147.208.0/21
211.147.208.0	211.147.223.255	4096	211.147.208.0/20
211.147.216.0	211.147.223.255	2048	211.147.216.0/21
211.147.224.0	211.147.239.255	4096	211.147.224.0/20
211.147.240.0	211.147.255.255	4096	211.147.240.0/20
211.148.0.0	211.148.7.255	2048	211.148.0.0/21
211.148.0.0	211.148.63.255	16384	211.148.0.0/18
211.148.8.0	211.148.11.255	1024	211.148.8.0/22
211.148.16.0	211.148.16.255	256	211.148.16.0/24
211.148.26.0	211.148.26.255	256	211.148.26.0/24
211.148.128.0	211.148.143.255	4096	211.148.128.0/20
211.148.144.0	211.148.159.255	4096	211.148.144.0/20
211.149.128.0	211.149.143.255	4096	211.149.128.0/20
211.149.128.0	211.149.255.255	32768	211.149.128.0/17
211.149.144.0	211.149.159.255	4096	211.149.144.0/20
211.149.160.0	211.149.191.255	8192	211.149.160.0/19
211.149.192.0	211.149.223.255	8192	211.149.192.0/19
211.149.224.0	211.149.255.255	8192	211.149.224.0/19
211.150.0.0	211.150.63.255	16384	211.150.0.0/18
211.150.64.0	211.150.95.255	8192	211.150.64.0/19
211.150.100.0	211.150.101.255	512	211.150.100.0/23
211.150.114.0	211.150.115.255	512	211.150.114.0/23
211.151.0.0	211.151.63.255	16384	211.151.0.0/18
211.151.0.0	211.151.255.255	65536	211.151.0.0/16
211.151.64.0	211.151.127.255	16384	211.151.64.0/18
211.151.128.0	211.151.191.255	16384	211.151.128.0/18
211.151.192.0	211.151.255.255	16384	211.151.192.0/18
211.152.0.0	211.152.31.255	8192	211.152.0.0/19
211.152.32.0	211.152.39.255	2048	211.152.32.0/21
211.152.32.0	211.152.63.255	8192	211.152.32.0/19
211.152.39.0	211.152.39.255	256	211.152.39.0/24
211.152.40.0	211.152.47.255	2048	211.152.40.0/21
211.152.45.0	211.152.45.255	256	211.152.45.0/24
211.152.48.0	211.152.63.255	4096	211.152.48.0/20
211.152.55.0	211.152.55.255	256	211.152.55.0/24
211.152.57.0	211.152.57.255	256	211.152.57.0/24
211.152.58.0	211.152.58.255	256	211.152.58.0/24
211.152.60.0	211.152.60.255	256	211.152.60.0/24
211.152.64.0	211.152.79.255	4096	211.152.64.0/20
211.152.80.0	211.152.95.255	4096	211.152.80.0/20
211.152.96.0	211.152.127.255	8192	211.152.96.0/19
211.154.96.0	211.154.127.255	8192	211.154.96.0/19
211.154.128.0	211.154.143.255	4096	211.154.128.0/20
211.154.144.0	211.154.159.255	4096	211.154.144.0/20
211.155.16.0	211.155.23.255	2048	211.155.16.0/21
211.155.24.0	211.155.31.255	2048	211.155.24.0/21
211.155.80.0	211.155.87.255	2048	211.155.80.0/21
211.155.88.0	211.155.95.255	2048	211.155.88.0/21
211.155.224.0	211.155.231.255	2048	211.155.224.0/21
211.156.0.0	211.156.31.255	8192	211.156.0.0/19
211.156.176.0	211.156.183.255	2048	211.156.176.0/21
211.156.184.0	211.156.191.255	2048	211.156.184.0/21
211.157.16.0	211.157.19.255	1024	211.157.16.0/22
211.157.96.0	211.157.127.255	8192	211.157.96.0/19
211.157.128.0	211.157.191.255	16384	211.157.128.0/18
211.157.192.0	211.157.207.255	4096	211.157.192.0/20
211.157.208.0	211.157.223.255	4096	211.157.208.0/20
211.157.224.0	211.157.224.255	256	211.157.224.0/24
211.157.224.0	211.157.255.255	8192	211.157.224.0/19
211.157.225.0	211.157.225.255	256	211.157.225.0/24
211.157.226.0	211.157.226.255	256	211.157.226.0/24
211.159.64.0	211.159.71.255	2048	211.159.64.0/21
211.167.128.0	211.167.159.255	8192	211.167.128.0/19
218.0.0.0	218.0.255.255	65536	218.0.0.0/16
218.1.0.0	218.1.255.255	65536	218.1.0.0/16
218.1.72.0	218.1.72.255	256	218.1.72.0/24
218.2.0.0	218.2.255.255	65536	218.2.0.0/16
218.2.0.0	218.2.255.255	65536	218.2.0.0/16
218.3.0.0	218.3.255.255	65536	218.3.0.0/16
218.4.0.0	218.4.255.255	65536	218.4.0.0/16
218.4.46.0	218.4.46.255	256	218.4.46.0/24
218.5.0.0	218.5.255.255	65536	218.5.0.0/16
218.5.72.0	218.5.79.255	2048	218.5.72.0/21
218.5.112.0	218.5.113.255	512	218.5.112.0/23
218.5.184.0	218.5.184.255	256	218.5.184.0/24
218.6.0.0	218.6.127.255	32768	218.6.0.0/17
218.6.128.0	218.6.255.255	32768	218.6.128.0/17
218.6.168.0	218.6.168.255	256	218.6.168.0/24
218.6.169.0	218.6.169.255	256	218.6.169.0/24
218.6.170.0	218.6.170.255	256	218.6.170.0/24
218.6.171.0	218.6.171.255	256	218.6.171.0/24
218.6.172.0	218.6.172.255	256	218.6.172.0/24
218.6.173.0	218.6.173.255	256	218.6.173.0/24
218.6.174.0	218.6.174.255	256	218.6.174.0/24
218.6.175.0	218.6.175.255	256	218.6.175.0/24
218.6.196.0	218.6.196.255	256	218.6.196.0/24
218.6.197.0	218.6.197.255	256	218.6.197.0/24
218.6.198.0	218.6.198.255	256	218.6.198.0/24
218.13.0.0	218.13.255.255	65536	218.13.0.0/16
218.14.0.0	218.15.255.255	131072	218.14.0.0/15
218.16.0.0	218.19.255.255	262144	218.16.0.0/14
218.20.0.0	218.20.255.255	65536	218.20.0.0/16
218.21.0.0	218.21.31.255	8192	218.21.0.0/19
218.21.32.0	218.21.47.255	4096	218.21.32.0/20
218.21.48.0	218.21.63.255	4096	218.21.48.0/20
218.21.64.0	218.21.127.255	16384	218.21.64.0/18
218.21.104.0	218.21.111.255	2048	218.21.104.0/21
218.21.112.0	218.21.119.255	2048	218.21.112.0/21
218.22.0.0	218.23.255.255	131072	218.22.0.0/15
218.30.0.0	218.31.255.255	131072	218.30.0.0/15
218.30.12.0	218.30.13.255	512	218.30.12.0/23
218.30.12.0	218.30.15.255	1024	218.30.12.0/22
218.30.14.0	218.30.15.255	512	218.30.14.0/23
218.30.19.0	218.30.19.255	256	218.30.19.0/24
218.30.20.0	218.30.20.255	256	218.30.20.0/24
218.30.21.0	218.30.21.255	256	218.30.21.0/24
218.30.22.0	218.30.22.255	256	218.30.22.0/24
218.30.23.0	218.30.23.255	256	218.30.23.0/24
218.30.24.0	218.30.24.255	256	218.30.24.0/24
218.30.25.0	218.30.25.255	256	218.30.25.0/24
218.30.26.0	218.30.26.255	256	218.30.26.0/24
218.30.26.0	218.30.27.255	512	218.30.26.0/23
218.30.28.0	218.30.29.255	512	218.30.28.0/23
218.30.33.0	218.30.33.255	256	218.30.33.0/24
218.30.34.0	218.30.34.255	256	218.30.34.0/24
218.30.35.0	218.30.35.255	256	218.30.35.0/24
218.30.36.0	218.30.36.255	256	218.30.36.0/24
218.30.39.0	218.30.39.255	256	218.30.39.0/24
218.30.44.0	218.30.44.255	256	218.30.44.0/24
218.30.53.0	218.30.53.255	256	218.30.53.0/24
218.30.56.0	218.30.56.255	256	218.30.56.0/24
218.30.58.0	218.30.58.255	256	218.30.58.0/24
218.30.60.0	218.30.60.255	256	218.30.60.0/24
218.30.61.0	218.30.61.255	256	218.30.61.0/24
218.30.62.0	218.30.63.255	512	218.30.62.0/23
218.30.67.0	218.30.67.255	256	218.30.67.0/24
218.30.68.0	218.30.71.255	1024	218.30.68.0/22
218.30.72.0	218.30.72.255	256	218.30.72.0/24
218.30.72.0	218.30.75.255	1024	218.30.72.0/22
218.30.73.0	218.30.73.255	256	218.30.73.0/24
218.30.74.0	218.30.74.255	256	218.30.74.0/24
218.30.76.0	218.30.77.255	512	218.30.76.0/23
218.30.76.0	218.30.79.255	1024	218.30.76.0/22
218.30.78.0	218.30.79.255	512	218.30.78.0/23
218.30.81.0	218.30.81.255	256	218.30.81.0/24
218.30.85.0	218.30.85.255	256	218.30.85.0/24
218.30.88.0	218.30.91.255	1024	218.30.88.0/22
218.30.96.0	218.30.127.255	8192	218.30.96.0/19
218.30.99.0	218.30.99.255	256	218.30.99.0/24
218.30.107.0	218.30.107.255	256	218.30.107.0/24
218.30.115.0	218.30.115.255	256	218.30.115.0/24
218.30.129.0	218.30.129.255	256	218.30.129.0/24
218.30.130.0	218.30.131.255	512	218.30.130.0/23
218.30.139.0	218.30.139.255	256	218.30.139.0/24
218.30.146.0	218.30.147.255	512	218.30.146.0/23
218.30.158.0	218.30.158.255	256	218.30.158.0/24
218.30.165.0	218.30.165.255	256	218.30.165.0/24
218.30.170.0	218.30.170.255	256	218.30.170.0/24
218.30.175.0	218.30.175.255	256	218.30.175.0/24
218.30.189.0	218.30.189.255	256	218.30.189.0/24
218.31.0.0	218.31.255.255	65536	218.31.0.0/16
218.62.128.0	218.62.255.255	32768	218.62.128.0/17
218.63.0.0	218.63.255.255	65536	218.63.0.0/16
218.63.8.0	218.63.9.255	512	218.63.8.0/23
218.64.0.0	218.64.255.255	65536	218.64.0.0/16
218.65.0.0	218.65.127.255	32768	218.65.0.0/17
218.65.128.0	218.65.255.255	32768	218.65.128.0/17
218.65.132.0	218.65.132.255	256	218.65.132.0/24
218.65.144.0	218.65.159.255	4096	218.65.144.0/20
218.65.152.0	218.65.152.255	256	218.65.152.0/24
218.65.168.0	218.65.168.255	256	218.65.168.0/24
218.65.192.0	218.65.199.255	2048	218.65.192.0/21
218.65.224.0	218.65.231.255	2048	218.65.224.0/21
218.66.0.0	218.66.255.255	65536	218.66.0.0/16
218.66.100.0	218.66.100.255	256	218.66.100.0/24
218.66.101.0	218.66.101.255	256	218.66.101.0/24
218.66.102.0	218.66.102.255	256	218.66.102.0/24
218.66.103.0	218.66.103.255	256	218.66.103.0/24
218.66.104.0	218.66.104.255	256	218.66.104.0/24
218.66.111.0	218.66.111.255	256	218.66.111.0/24
218.66.170.0	218.66.171.255	512	218.66.170.0/23
218.67.0.0	218.67.127.255	32768	218.67.0.0/17
218.70.0.0	218.70.255.255	65536	218.70.0.0/16
218.71.0.0	218.71.255.255	65536	218.71.0.0/16
218.71.143.0	218.71.143.255	256	218.71.143.0/24
218.72.0.0	218.73.255.255	131072	218.72.0.0/15
218.74.0.0	218.74.255.255	65536	218.74.0.0/16
218.74.17.0	218.74.17.255	256	218.74.17.0/24
218.75.0.0	218.75.127.255	32768	218.75.0.0/17
218.75.128.0	218.75.255.255	32768	218.75.128.0/17
218.76.0.0	218.76.255.255	65536	218.76.0.0/16
218.77.0.0	218.77.127.255	32768	218.77.0.0/17
218.77.126.0	218.77.127.255	512	218.77.126.0/23
218.77.128.0	218.77.255.255	32768	218.77.128.0/17
218.78.0.0	218.78.127.255	32768	218.78.0.0/17
218.78.128.0	218.78.255.255	32768	218.78.128.0/17
218.78.208.0	218.78.209.255	512	218.78.208.0/23
218.78.212.0	218.78.213.255	512	218.78.212.0/23
218.79.0.0	218.79.255.255	65536	218.79.0.0/16
218.80.0.0	218.80.255.255	65536	218.80.0.0/16
218.80.64.0	218.80.127.255	16384	218.80.64.0/18
218.80.128.0	218.80.191.255	16384	218.80.128.0/18
218.81.0.0	218.81.255.255	65536	218.81.0.0/16
218.82.0.0	218.82.255.255	65536	218.82.0.0/16
218.83.0.0	218.83.255.255	65536	218.83.0.0/16
218.84.0.0	218.84.255.255	65536	218.84.0.0/16
218.85.0.0	218.85.255.255	65536	218.85.0.0/16
218.85.132.0	218.85.135.255	1024	218.85.132.0/22
218.85.136.0	218.85.139.255	1024	218.85.136.0/22
218.86.0.0	218.86.127.255	32768	218.86.0.0/17
218.86.128.0	218.86.255.255	32768	218.86.128.0/17
218.87.0.0	218.87.255.255	65536	218.87.0.0/16
218.88.0.0	218.88.255.255	65536	218.88.0.0/16
218.89.0.0	218.89.255.255	65536	218.89.0.0/16
218.89.65.0	218.89.65.255	256	218.89.65.0/24
218.89.76.0	218.89.76.255	256	218.89.76.0/24
218.89.76.0	218.89.79.255	1024	218.89.76.0/22
218.89.77.0	218.89.77.255	256	218.89.77.0/24
218.89.78.0	218.89.78.255	256	218.89.78.0/24
218.89.79.0	218.89.79.255	256	218.89.79.0/24
218.89.137.0	218.89.137.255	256	218.89.137.0/24
218.89.166.0	218.89.166.255	256	218.89.166.0/24
218.89.167.0	218.89.167.255	256	218.89.167.0/24
218.89.168.0	218.89.168.255	256	218.89.168.0/24
218.89.170.0	218.89.170.255	256	218.89.170.0/24
218.89.171.0	218.89.171.255	256	218.89.171.0/24
218.90.0.0	218.90.255.255	65536	218.90.0.0/16
218.90.0.0	218.90.255.255	65536	218.90.0.0/16
218.90.175.0	218.90.175.255	256	218.90.175.0/24
218.91.0.0	218.91.255.255	65536	218.91.0.0/16
218.91.0.0	218.91.255.255	65536	218.91.0.0/16
218.91.216.0	218.91.216.255	256	218.91.216.0/24
218.91.217.0	218.91.217.255	256	218.91.217.0/24
218.91.218.0	218.91.218.255	256	218.91.218.0/24
218.91.219.0	218.91.219.255	256	218.91.219.0/24
218.91.220.0	218.91.220.255	256	218.91.220.0/24
218.91.221.0	218.91.221.255	256	218.91.221.0/24
218.91.222.0	218.91.222.255	256	218.91.222.0/24
218.91.223.0	218.91.223.255	256	218.91.223.0/24
218.91.224.0	218.91.224.255	256	218.91.224.0/24
218.91.225.0	218.91.225.255	256	218.91.225.0/24
218.91.226.0	218.91.226.255	256	218.91.226.0/24
218.91.230.0	218.91.230.255	256	218.91.230.0/24
218.91.237.0	218.91.237.255	256	218.91.237.0/24
218.91.255.0	218.91.255.255	256	218.91.255.0/24
218.92.0.0	218.92.255.255	65536	218.92.0.0/16
218.92.0.0	218.92.255.255	65536	218.92.0.0/16
218.93.0.0	218.93.255.255	65536	218.93.0.0/16
218.93.0.0	218.93.255.255	65536	218.93.0.0/16
218.94.0.0	218.94.255.255	65536	218.94.0.0/16
218.94.0.0	218.94.255.255	65536	218.94.0.0/16
218.94.117.0	218.94.117.255	256	218.94.117.0/24
218.94.231.0	218.94.231.255	256	218.94.231.0/24
218.94.232.0	218.94.232.255	256	218.94.232.0/24
218.95.0.0	218.95.127.255	32768	218.95.0.0/17
218.95.128.0	218.95.191.255	16384	218.95.128.0/18
218.95.192.0	218.95.223.255	8192	218.95.192.0/19
218.95.224.0	218.95.255.255	8192	218.95.224.0/19
218.97.124.0	218.97.127.255	1024	218.97.124.0/22
218.98.96.0	218.98.103.255	2048	218.98.96.0/21
218.98.104.0	218.98.107.255	1024	218.98.104.0/22
218.98.108.0	218.98.109.255	512	218.98.108.0/23
218.100.88.0	218.100.88.255	256	218.100.88.0/24
218.100.88.0	218.100.95.255	2048	218.100.88.0/21
218.100.90.0	218.100.90.255	256	218.100.90.0/24
218.100.92.0	218.100.92.255	256	218.100.92.0/24
218.100.95.0	218.100.95.255	256	218.100.95.0/24
218.185.240.0	218.185.247.255	2048	218.185.240.0/21
218.185.242.0	218.185.242.255	256	218.185.242.0/24
218.185.243.0	218.185.243.255	256	218.185.243.0/24
218.185.244.0	218.185.244.255	256	218.185.244.0/24
218.185.245.0	218.185.245.255	256	218.185.245.0/24
218.185.246.0	218.185.246.255	256	218.185.246.0/24
218.244.96.0	218.244.127.255	8192	218.244.96.0/19
218.244.152.0	218.244.159.255	2048	218.244.152.0/21
218.244.160.0	218.244.175.255	4096	218.244.160.0/20
218.244.176.0	218.244.191.255	4096	218.244.176.0/20
218.245.64.0	218.245.95.255	8192	218.245.64.0/19
218.245.96.0	218.245.127.255	8192	218.245.96.0/19
218.246.32.0	218.246.35.255	1024	218.246.32.0/22
219.83.160.0	219.83.167.255	2048	219.83.160.0/21
219.83.168.0	219.83.175.255	2048	219.83.168.0/21
219.83.176.0	219.83.183.255	2048	219.83.176.0/21
219.83.184.0	219.83.191.255	2048	219.83.184.0/21
219.128.0.0	219.135.255.255	524288	219.128.0.0/13
219.136.0.0	219.137.255.255	131072	219.136.0.0/15
219.138.0.0	219.139.255.255	131072	219.138.0.0/15
219.138.102.0	219.138.102.255	256	219.138.102.0/24
219.140.0.0	219.140.255.255	65536	219.140.0.0/16
219.141.0.0	219.141.127.255	32768	219.141.0.0/17
219.141.220.0	219.141.220.255	256	219.141.220.0/24
219.142.78.0	219.142.78.255	256	219.142.78.0/24
219.142.118.0	219.142.118.255	256	219.142.118.0/24
219.144.0.0	219.144.255.255	65536	219.144.0.0/16
219.144.64.0	219.144.95.255	8192	219.144.64.0/19
219.144.96.0	219.144.111.255	4096	219.144.96.0/20
219.145.0.0	219.145.255.255	65536	219.145.0.0/16
219.146.0.0	219.146.0.255	256	219.146.0.0/24
219.146.0.0	219.146.31.255	8192	219.146.0.0/19
219.146.0.0	219.146.255.255	65536	219.146.0.0/16
219.146.1.0	219.146.1.255	256	219.146.1.0/24
219.146.2.0	219.146.2.255	256	219.146.2.0/24
219.146.3.0	219.146.3.255	256	219.146.3.0/24
219.146.4.0	219.146.4.255	256	219.146.4.0/24
219.146.10.0	219.146.10.255	256	219.146.10.0/24
219.146.11.0	219.146.11.255	256	219.146.11.0/24
219.146.12.0	219.146.12.255	256	219.146.12.0/24
219.146.13.0	219.146.13.255	256	219.146.13.0/24
219.146.14.0	219.146.14.255	256	219.146.14.0/24
219.146.15.0	219.146.15.255	256	219.146.15.0/24
219.146.23.0	219.146.23.255	256	219.146.23.0/24
219.146.68.0	219.146.68.255	256	219.146.68.0/24
219.146.94.0	219.146.94.255	256	219.146.94.0/24
219.146.244.0	219.146.244.255	256	219.146.244.0/24
219.146.248.0	219.146.248.255	256	219.146.248.0/24
219.147.0.0	219.147.127.255	32768	219.147.0.0/17
219.147.32.0	219.147.47.255	4096	219.147.32.0/20
219.147.71.0	219.147.71.255	256	219.147.71.0/24
219.147.128.0	219.147.143.255	4096	219.147.128.0/20
219.147.128.0	219.147.255.255	32768	219.147.128.0/17
219.147.129.0	219.147.129.255	256	219.147.129.0/24
219.147.133.0	219.147.133.255	256	219.147.133.0/24
219.147.136.0	219.147.136.255	256	219.147.136.0/24
219.147.137.0	219.147.137.255	256	219.147.137.0/24
219.147.144.0	219.147.159.255	4096	219.147.144.0/20
219.147.248.0	219.147.255.255	2048	219.147.248.0/21
219.148.0.0	219.148.127.255	32768	219.148.0.0/17
219.148.128.0	219.148.159.255	8192	219.148.128.0/19
219.148.160.0	219.148.191.255	8192	219.148.160.0/19
219.148.192.0	219.148.255.255	16384	219.148.192.0/18
219.148.194.0	219.148.195.255	512	219.148.194.0/23
219.148.196.0	219.148.199.255	1024	219.148.196.0/22
219.148.200.0	219.148.203.255	1024	219.148.200.0/22
219.148.202.0	219.148.202.255	256	219.148.202.0/24
219.148.203.0	219.148.203.255	256	219.148.203.0/24
219.148.204.0	219.148.205.255	512	219.148.204.0/23
219.148.205.0	219.148.205.255	256	219.148.205.0/24
219.148.206.0	219.148.206.255	256	219.148.206.0/24
219.148.207.0	219.148.207.255	256	219.148.207.0/24
219.148.209.0	219.148.209.255	256	219.148.209.0/24
219.148.210.0	219.148.210.255	256	219.148.210.0/24
219.148.215.0	219.148.215.255	256	219.148.215.0/24
219.149.0.0	219.149.7.255	2048	219.149.0.0/21
219.149.0.0	219.149.127.255	32768	219.149.0.0/17
219.149.8.0	219.149.15.255	2048	219.149.8.0/21
219.149.128.0	219.149.191.255	16384	219.149.128.0/18
219.149.192.0	219.149.255.255	16384	219.149.192.0/18
219.150.0.0	219.150.31.255	8192	219.150.0.0/19
219.150.32.0	219.150.47.255	4096	219.150.32.0/20
219.150.48.0	219.150.63.255	4096	219.150.48.0/20
219.150.50.0	219.150.50.255	256	219.150.50.0/24
219.150.53.0	219.150.53.255	256	219.150.53.0/24
219.150.64.0	219.150.79.255	4096	219.150.64.0/20
219.150.80.0	219.150.95.255	4096	219.150.80.0/20
219.150.84.0	219.150.84.255	256	219.150.84.0/24
219.150.96.0	219.150.96.255	256	219.150.96.0/24
219.150.96.0	219.150.103.255	2048	219.150.96.0/21
219.150.96.0	219.150.111.255	4096	219.150.96.0/20
219.150.112.0	219.150.127.255	4096	219.150.112.0/20
219.150.128.0	219.150.255.255	32768	219.150.128.0/17
219.151.0.0	219.151.31.255	8192	219.151.0.0/19
219.151.0.0	219.151.63.255	16384	219.151.0.0/18
219.151.32.0	219.151.63.255	8192	219.151.32.0/19
219.151.128.0	219.151.135.255	2048	219.151.128.0/21
219.151.128.0	219.151.255.255	32768	219.151.128.0/17
219.152.0.0	219.153.255.255	131072	219.152.0.0/15
219.152.166.0	219.152.167.255	512	219.152.166.0/23
219.152.168.0	219.152.175.255	2048	219.152.168.0/21
219.153.0.0	219.153.3.255	1024	219.153.0.0/22
219.153.4.0	219.153.4.255	256	219.153.4.0/24
219.153.5.0	219.153.5.255	256	219.153.5.0/24
219.153.7.0	219.153.7.255	256	219.153.7.0/24
219.153.8.0	219.153.11.255	1024	219.153.8.0/22
219.153.12.0	219.153.15.255	1024	219.153.12.0/22
219.153.16.0	219.153.19.255	1024	219.153.16.0/22
219.153.20.0	219.153.21.255	512	219.153.20.0/23
219.153.22.0	219.153.22.255	256	219.153.22.0/24
219.153.28.0	219.153.29.255	512	219.153.28.0/23
219.153.30.0	219.153.31.255	512	219.153.30.0/23
219.153.33.0	219.153.33.255	256	219.153.33.0/24
219.153.34.0	219.153.35.255	512	219.153.34.0/23
219.153.36.0	219.153.39.255	1024	219.153.36.0/22
219.153.40.0	219.153.43.255	1024	219.153.40.0/22
219.153.44.0	219.153.44.255	256	219.153.44.0/24
219.153.45.0	219.153.45.255	256	219.153.45.0/24
219.153.46.0	219.153.47.255	512	219.153.46.0/23
219.153.48.0	219.153.51.255	1024	219.153.48.0/22
219.153.52.0	219.153.52.255	256	219.153.52.0/24
219.153.56.0	219.153.56.255	256	219.153.56.0/24
219.153.59.0	219.153.59.255	256	219.153.59.0/24
219.153.65.0	219.153.65.255	256	219.153.65.0/24
219.153.74.0	219.153.75.255	512	219.153.74.0/23
219.153.76.0	219.153.77.255	512	219.153.76.0/23
219.153.78.0	219.153.79.255	512	219.153.78.0/23
219.153.96.0	219.153.111.255	4096	219.153.96.0/20
219.153.112.0	219.153.119.255	2048	219.153.112.0/21
219.159.64.0	219.159.127.255	16384	219.159.64.0/18
